AcceptedTaxonID	ParentSpeciesID	InfraSpeciesEpithet	InfraSpeciesAuthorString	InfraSpeciesMarker	GSDNameStatus	Sp2000NameStatus	IsFossil	LifeZone	AdditionalData	LTSSpecialist	LTSDate	InfraSpeciesURL	GSDTaxonGUI	GSDNameGUI	
549565	493475	subsp. coniculispina		Subspecies	accepted	Accepted name	0			Lazarus, David	2010-12-08 11:35:35	http://www.marinespecies.org/aphia.php?p=taxdetails&id=549565		urn:lsid:marinespecies.org:taxname:549565	
549568	493475	subsp. flammabunda		Subspecies	accepted	Accepted name	0			Lazarus, David	2010-12-02 11:47:25	http://www.marinespecies.org/aphia.php?p=taxdetails&id=549568		urn:lsid:marinespecies.org:taxname:549568	
549567	493475	subsp. longispina		Subspecies	accepted	Accepted name	0			Lazarus, David	2010-12-08 11:35:35	http://www.marinespecies.org/aphia.php?p=taxdetails&id=549567		urn:lsid:marinespecies.org:taxname:549567	
413049	413048	subsp. longispina	Cortese & Bjorklund, 1998	Subspecies	accepted	Accepted name	0			Lazarus, David	2010-12-02 15:45:59	http://www.marinespecies.org/aphia.php?p=taxdetails&id=413049		urn:lsid:marinespecies.org:taxname:413049	
554958	493468	subsp. coronatus	(Haeckel, 1887)	Subspecies	accepted	Accepted name	0			Lazarus, David	2010-12-10 12:22:24	http://www.marinespecies.org/aphia.php?p=taxdetails&id=554958		urn:lsid:marinespecies.org:taxname:554958	
554959	493468	subsp. tetrathalamus	(Haeckel)	Subspecies	accepted	Accepted name	0			Lazarus, David	2010-12-10 12:22:24	http://www.marinespecies.org/aphia.php?p=taxdetails&id=554959		urn:lsid:marinespecies.org:taxname:554959	
413019	413016	subsp. ventricosa	Nigrini, 1968	Subspecies	accepted	Accepted name	0			Lazarus, David	2010-12-10 12:22:24	http://www.marinespecies.org/aphia.php?p=taxdetails&id=413019		urn:lsid:marinespecies.org:taxname:413019	
413031	413029	subsp. dianae	(Haeckel, 1887)	Subspecies	accepted	Accepted name	0			Lazarus, David	2010-12-10 12:30:14	http://www.marinespecies.org/aphia.php?p=taxdetails&id=413031		urn:lsid:marinespecies.org:taxname:413031	
413030	413029	subsp. trachelium	Ehrenberg, 1872	Subspecies	accepted	Accepted name	0			Lazarus, David	2010-12-08 11:35:35	http://www.marinespecies.org/aphia.php?p=taxdetails&id=413030		urn:lsid:marinespecies.org:taxname:413030	
413095	413094	subsp. baconiana	Goll, 1972	Subspecies	accepted	Accepted name	0			Lazarus, David	2010-12-08 11:35:35	http://www.marinespecies.org/aphia.php?p=taxdetails&id=413095		urn:lsid:marinespecies.org:taxname:413095	
549580	413094	subsp. variabilis		Subspecies	accepted	Accepted name	0			Lazarus, David	2010-12-08 11:35:35	http://www.marinespecies.org/aphia.php?p=taxdetails&id=549580		urn:lsid:marinespecies.org:taxname:549580	
